filename,width,height,class,xmin,ymin,xmax,ymax
1861.jpg,400,300,redtriangle,1,6,83,49
1875.jpg,400,300,redsquare,4,25,62,84
339.jpg,300,400,bluecircle,27,7,104,59
477.jpg,400,300,greentriangle,35,6,136,88
1685.jpg,300,400,redtriangle,20,4,106,90
311.jpg,300,400,bluesquare,11,10,62,78
3092.jpg,300,400,greensquare,37,3,144,110
2398.jpg,400,300,redtriangle,10,41,81,126
3086.jpg,300,400,bluecircle,23,5,89,71
1849.jpg,400,300,greencircle,13,3,69,59
305.jpg,400,300,redtriangle,40,4,124,65
1691.jpg,400,300,redsquare,0,16,89,114
463.jpg,300,400,greencircle,23,24,115,118
2415.jpg,300,400,greentriangle,37,3,115,121
488.jpg,400,300,bluesquare,13,20,73,81
2373.jpg,400,300,redsquare,19,0,89,70
3079.jpg,300,400,redcircle,0,2,86,88
1108.jpg,400,300,bluecircle,20,24,115,119
2401.jpg,300,400,redtriangle,35,9,116,87
1120.jpg,400,300,redtriangle,17,22,103,68
2429.jpg,300,400,redtriangle,6,42,94,154
3051.jpg,300,400,redcircle,24,24,80,80
1646.jpg,400,300,bluetriangle,28,1,91,64
1652.jpg,400,300,bluecircle,9,7,70,43
3045.jpg,300,400,bluetriangle,7,19,63,75
1134.jpg,400,300,redcircle,10,17,66,53
259.jpg,300,400,redcircle,14,25,77,85
1915.jpg,300,400,greentriangle,11,14,75,71
1901.jpg,300,400,redcircle,31,9,94,65
1097.jpg,300,400,redcircle,39,29,120,107
503.jpg,300,400,bluesquare,30,23,100,93
265.jpg,300,400,bluetriangle,30,19,117,101
1929.jpg,400,300,greentriangle,14,13,63,78
271.jpg,300,400,bluecircle,9,2,113,104
517.jpg,400,300,bluesquare,19,16,91,88
2561.jpg,300,400,greensquare,25,10,127,112
1068.jpg,300,400,greencircle,19,24,123,94
2207.jpg,400,300,greensquare,28,21,122,103
3119.jpg,400,300,greentriangle,0,16,81,62
2213.jpg,400,300,greentriangle,21,22,75,93
2575.jpg,400,300,bluecircle,17,22,91,96
1054.jpg,400,300,bluecircle,16,26,79,86
3125.jpg,300,400,redtriangle,10,19,65,83
1732.jpg,300,400,redsquare,10,22,84,96
1726.jpg,300,400,bluecircle,24,18,80,71
3131.jpg,400,300,greentriangle,25,1,101,51
2549.jpg,300,400,bluesquare,14,34,86,107
1040.jpg,400,300,redtriangle,26,19,84,77
2978.jpg,300,400,bluetriangle,6,4,74,63
729.jpg,300,400,bluecircle,14,29,87,102
701.jpg,400,300,greensquare,10,2,76,68
1295.jpg,400,300,bluetriangle,25,14,90,63
2944.jpg,300,400,greentriangle,13,20,69,78
2950.jpg,300,400,greentriangle,59,2,178,77
2788.jpg,300,400,redsquare,62,12,227,177
1281.jpg,300,400,greentriangle,3,23,109,105
715.jpg,400,300,redtriangle,25,17,149,103
2005.jpg,400,300,bluecircle,4,15,81,64
926.jpg,400,300,redtriangle,36,23,117,100
2763.jpg,400,300,bluecircle,0,23,58,69
2777.jpg,300,400,greensquare,24,33,136,152
932.jpg,300,400,bluecircle,43,41,134,132
1518.jpg,300,400,bluesquare,35,19,116,100
2011.jpg,300,400,greencircle,7,28,68,89
1530.jpg,300,400,greencircle,4,19,88,105
2039.jpg,400,300,greentriangle,36,25,140,129
2987.jpg,300,400,redtriangle,8,5,137,71
1256.jpg,300,400,bluecircle,27,14,131,118
1242.jpg,400,300,bluecircle,27,29,113,115
2993.jpg,400,300,greentriangle,15,18,69,87
1524.jpg,400,300,greensquare,36,27,140,131
2992.jpg,400,300,redtriangle,18,26,98,113
1243.jpg,400,300,bluetriangle,7,21,76,73
2038.jpg,400,300,redsquare,43,46,159,151
1531.jpg,400,300,redsquare,28,9,88,55
1257.jpg,400,300,redtriangle,10,9,69,85
2986.jpg,300,400,bluesquare,21,3,148,112
933.jpg,300,400,bluesquare,12,28,105,113
2776.jpg,400,300,greensquare,41,25,127,111
2010.jpg,400,300,greencircle,17,12,75,67
1519.jpg,300,400,bluesquare,13,17,90,96
2004.jpg,400,300,greencircle,24,27,128,130
2762.jpg,400,300,greensquare,26,10,80,72
927.jpg,400,300,bluecircle,26,5,115,94
714.jpg,400,300,redtriangle,31,14,93,89
1280.jpg,400,300,redcircle,37,33,116,112
2789.jpg,300,400,redcircle,14,9,51,73
2951.jpg,300,400,greentriangle,0,15,113,111
1294.jpg,300,400,bluecircle,6,24,67,77
700.jpg,300,400,redtriangle,1,5,127,97
728.jpg,300,400,bluetriangle,30,58,128,191
2979.jpg,300,400,greentriangle,19,16,149,89
3130.jpg,400,300,greensquare,10,12,78,80
1727.jpg,400,300,bluesquare,17,36,125,127
1041.jpg,400,300,bluecircle,11,32,97,114
2548.jpg,400,300,redcircle,25,5,86,65
1055.jpg,300,400,redcircle,32,8,109,76
1733.jpg,400,300,greensquare,13,0,71,33
3124.jpg,300,400,bluesquare,18,4,109,95
2212.jpg,400,300,redtriangle,24,9,151,107
2574.jpg,400,300,bluesquare,14,32,124,127
1069.jpg,400,300,bluecircle,18,8,81,67
2560.jpg,300,400,redcircle,16,26,81,102
3118.jpg,300,400,greencircle,8,22,70,84
2206.jpg,400,300,redcircle,19,6,97,81
270.jpg,300,400,redcircle,30,24,142,105
1082.jpg,300,400,redtriangle,28,0,108,42
516.jpg,400,300,redsquare,21,18,157,154
502.jpg,300,400,redsquare,13,38,134,159
1096.jpg,300,400,greensquare,2,38,106,142
1928.jpg,400,300,redsquare,16,30,83,97
264.jpg,400,300,redsquare,51,22,160,97
1900.jpg,300,400,greensquare,34,19,151,110
1914.jpg,400,300,redsquare,9,2,69,35
258.jpg,400,300,redtriangle,17,24,88,82
3044.jpg,400,300,greentriangle,9,17,83,85
1653.jpg,300,400,bluetriangle,40,0,121,82
1135.jpg,300,400,greensquare,30,28,91,89
2428.jpg,400,300,bluetriangle,3,1,84,82
1121.jpg,400,300,bluecircle,20,11,83,68
1647.jpg,400,300,redtriangle,58,27,183,105
3050.jpg,300,400,redcircle,23,21,88,87
2366.jpg,400,300,redsquare,13,37,117,136
3078.jpg,400,300,greencircle,20,7,81,56
2400.jpg,400,300,greencircle,11,22,66,76
1109.jpg,300,400,bluetriangle,17,9,95,55
2414.jpg,300,400,bluesquare,35,30,126,121
2372.jpg,400,300,greencircle,24,39,106,125
1690.jpg,400,300,redsquare,37,47,136,143
304.jpg,400,300,greencircle,21,27,123,128
1848.jpg,300,400,bluesquare,44,27,190,192
3087.jpg,300,400,greensquare,43,1,134,92
2399.jpg,400,300,redcircle,21,1,96,76
462.jpg,300,400,bluetriangle,30,18,98,87
3093.jpg,300,400,redtriangle,26,8,111,60
310.jpg,400,300,greensquare,29,6,106,83
1684.jpg,400,300,bluetriangle,42,38,128,124
338.jpg,300,400,greensquare,64,54,211,201
1874.jpg,400,300,bluetriangle,8,19,69,80
1860.jpg,400,300,redsquare,0,12,57,67
1451.jpg,300,400,bluecircle,10,23,69,81
2158.jpg,400,300,greensquare,21,33,125,137
1445.jpg,400,300,redsquare,0,20,84,113
1323.jpg,400,300,bluesquare,28,4,120,94
847.jpg,300,400,redsquare,12,10,123,62
2602.jpg,400,300,redsquare,17,13,108,104
2164.jpg,300,400,bluesquare,37,25,163,151
1479.jpg,300,400,bluetriangle,0,20,70,106
2170.jpg,400,300,greentriangle,16,34,74,112
2616.jpg,400,300,redsquare,28,12,97,54
853.jpg,300,400,bluesquare,12,43,100,131
13.jpg,400,300,bluecircle,35,34,125,124
660.jpg,300,400,redtriangle,4,15,85,75
2825.jpg,300,400,redsquare,14,40,107,133
1492.jpg,300,400,bluetriangle,18,4,179,99
1486.jpg,400,300,redsquare,17,43,108,134
112.jpg,400,300,bluetriangle,25,18,95,75
2831.jpg,400,300,redtriangle,7,43,104,140
674.jpg,400,300,greensquare,10,23,71,84
2819.jpg,300,400,greentriangle,32,3,149,56
884.jpg,300,400,greensquare,1,20,80,84
648.jpg,400,300,bluecircle,44,10,148,108
138.jpg,400,300,greencircle,26,1,130,121
886.jpg,400,300,bluesquare,22,10,104,90
892.jpg,300,400,greensquare,27,5,129,72
1490.jpg,300,400,greensquare,16,25,144,178
104.jpg,300,400,bluetriangle,29,13,98,82
2199.jpg,400,300,redcircle,23,12,127,92
2827.jpg,300,400,greentriangle,15,0,73,55
662.jpg,400,300,bluesquare,26,11,103,93
676.jpg,300,400,bluetriangle,0,25,91,114
2833.jpg,300,400,greencircle,27,23,104,104
110.jpg,400,300,redcircle,4,21,69,87
1484.jpg,300,400,redsquare,27,42,116,130
2166.jpg,300,400,greencircle,6,26,72,92
2600.jpg,300,400,bluesquare,37,50,151,164
1309.jpg,400,300,greentriangle,29,11,109,47
845.jpg,400,300,greensquare,15,8,134,76
689.jpg,300,400,bluecircle,32,1,101,67
11.jpg,400,300,greentriangle,48,36,149,119
851.jpg,400,300,bluesquare,71,48,222,183
2614.jpg,400,300,greentriangle,5,4,101,95
2172.jpg,300,400,redtriangle,38,9,118,54
1453.jpg,300,400,redtriangle,47,52,171,169
1335.jpg,300,400,redcircle,28,7,101,74
39.jpg,400,300,greensquare,20,1,87,67
879.jpg,300,400,bluesquare,23,40,109,125
2628.jpg,400,300,bluetriangle,6,7,73,71
1321.jpg,300,400,redtriangle,16,22,102,94
1447.jpg,400,300,redtriangle,12,7,86,95
1876.jpg,300,400,greentriangle,3,27,70,93
1862.jpg,400,300,greensquare,15,19,80,77
448.jpg,400,300,greensquare,13,22,73,74
460.jpg,400,300,bluetriangle,35,50,147,166
3085.jpg,300,400,redtriangle,26,23,123,122
306.jpg,400,300,bluetriangle,18,5,121,61
1692.jpg,300,400,redtriangle,4,21,115,101
1686.jpg,400,300,redtriangle,16,17,76,78
312.jpg,300,400,bluesquare,8,15,66,47
3091.jpg,400,300,greentriangle,3,18,99,123
474.jpg,400,300,bluetriangle,57,27,199,94
2402.jpg,300,400,bluecircle,48,40,145,128
1679.jpg,300,400,bluesquare,5,28,80,92
2370.jpg,400,300,greensquare,14,19,89,77
2416.jpg,300,400,bluesquare,41,16,188,170
1137.jpg,300,400,redtriangle,31,35,101,136
1889.jpg,300,400,redcircle,21,19,112,110
3046.jpg,300,400,redcircle,18,23,84,89
2358.jpg,300,400,greentriangle,28,54,131,189
3052.jpg,300,400,greencircle,1,23,92,114
1645.jpg,300,400,greentriangle,41,11,136,78
1123.jpg,300,400,bluetriangle,15,16,78,72
528.jpg,400,300,redtriangle,20,10,78,53
1916.jpg,400,300,bluecircle,41,24,140,123
514.jpg,300,400,bluecircle,6,2,83,75
1080.jpg,300,400,redtriangle,8,10,66,54
2589.jpg,300,400,redsquare,25,42,108,127
272.jpg,400,300,bluecircle,6,24,69,78
266.jpg,400,300,bluecircle,21,13,82,58
1094.jpg,400,300,redtriangle,33,2,160,113
500.jpg,400,300,redsquare,25,26,112,108
2576.jpg,300,400,bluetriangle,41,7,159,85
2210.jpg,300,400,bluesquare,28,3,170,139
1719.jpg,400,300,redcircle,6,1,110,97
299.jpg,300,400,redtriangle,22,20,108,107
2204.jpg,400,300,bluesquare,22,37,139,132
2562.jpg,300,400,redtriangle,23,3,103,71
1043.jpg,400,300,redtriangle,17,12,77,79
1725.jpg,300,400,redsquare,32,38,109,123
3132.jpg,300,400,greencircle,6,19,65,90
2238.jpg,300,400,greensquare,33,15,106,88
3126.jpg,300,400,greensquare,41,30,138,127
1731.jpg,400,300,redsquare,47,24,162,129
1057.jpg,300,400,greencircle,17,21,76,84
2953.jpg,300,400,greentriangle,13,21,85,71
1282.jpg,400,300,bluetriangle,19,0,118,46
716.jpg,400,300,bluetriangle,12,10,66,69
702.jpg,400,300,redsquare,7,3,138,134
1296.jpg,300,400,redsquare,47,8,156,132
2947.jpg,400,300,greencircle,1,58,122,179
2012.jpg,300,400,redtriangle,7,39,98,127
2774.jpg,300,400,bluetriangle,9,17,90,90
931.jpg,300,400,redtriangle,49,41,150,138
2760.jpg,400,300,redsquare,25,0,103,77
2006.jpg,300,400,greentriangle,23,34,92,106
1527.jpg,300,400,bluetriangle,11,27,88,103
1241.jpg,400,300,bluetriangle,8,15,80,56
2748.jpg,400,300,greensquare,12,39,129,161
2990.jpg,400,300,bluecircle,5,1,66,57
2984.jpg,400,300,redtriangle,19,6,77,66
919.jpg,400,300,redtriangle,58,46,194,145
1255.jpg,300,400,redtriangle,13,11,110,108
1533.jpg,400,300,bluecircle,46,40,167,153
1254.jpg,400,300,redsquare,28,28,144,128
918.jpg,300,400,redtriangle,9,30,104,97
2985.jpg,300,400,bluecircle,26,16,81,107
1532.jpg,400,300,greentriangle,29,32,120,123
1526.jpg,300,400,greensquare,8,17,64,73
2991.jpg,400,300,greencircle,26,23,84,81
2749.jpg,300,400,bluecircle,12,43,116,137
1240.jpg,300,400,greensquare,10,3,87,65
2761.jpg,300,400,greentriangle,17,24,82,75
1268.jpg,300,400,greentriangle,25,46,140,153
924.jpg,400,300,redcircle,3,2,54,53
2007.jpg,400,300,bluetriangle,15,36,88,114
2013.jpg,400,300,greentriangle,38,20,114,76
930.jpg,400,300,bluesquare,48,49,178,179
2775.jpg,300,400,bluetriangle,20,9,83,72
2946.jpg,400,300,greentriangle,27,27,121,91
1297.jpg,300,400,greensquare,30,8,153,127
703.jpg,400,300,greencircle,10,11,96,59
1283.jpg,300,400,bluetriangle,5,6,92,97
2952.jpg,400,300,redsquare,16,35,133,150
1730.jpg,300,400,bluesquare,32,7,100,59
3127.jpg,400,300,greentriangle,6,4,104,83
2239.jpg,400,300,greentriangle,0,5,56,61
1056.jpg,400,300,redtriangle,5,34,94,109
1042.jpg,300,400,redsquare,35,38,124,127
3133.jpg,300,400,bluetriangle,0,26,56,85
1724.jpg,400,300,bluesquare,23,4,84,65
2205.jpg,300,400,redcircle,6,16,69,79
298.jpg,400,300,greensquare,9,5,76,71
2563.jpg,300,400,bluetriangle,41,2,124,69
2577.jpg,300,400,redcircle,30,2,121,85
1718.jpg,400,300,bluecircle,28,15,85,72
2211.jpg,300,400,bluecircle,40,18,152,130
267.jpg,400,300,greencircle,25,20,87,83
501.jpg,300,400,greentriangle,22,15,81,73
1095.jpg,300,400,bluecircle,23,28,92,97
2588.jpg,300,400,bluetriangle,43,44,153,205
1081.jpg,400,300,greentriangle,32,29,108,117
515.jpg,300,400,bluesquare,7,44,106,143
273.jpg,400,300,bluesquare,22,28,96,129
1917.jpg,300,400,bluetriangle,21,22,94,95
529.jpg,400,300,bluecircle,31,29,100,97
1903.jpg,400,300,redsquare,5,0,75,69
1644.jpg,400,300,redtriangle,6,22,58,101
3053.jpg,400,300,bluetriangle,39,34,117,111
1122.jpg,400,300,bluesquare,35,7,143,133
1136.jpg,400,300,bluetriangle,25,8,127,62
2359.jpg,400,300,greencircle,25,28,91,94
3047.jpg,300,400,bluecircle,15,27,73,85
1888.jpg,400,300,redtriangle,36,29,171,119
1650.jpg,300,400,bluecircle,8,0,124,111
2371.jpg,400,300,redcircle,12,32,84,105
1678.jpg,300,400,redsquare,30,14,93,56
2417.jpg,300,400,redcircle,26,7,117,89
2403.jpg,300,400,greensquare,51,18,177,150
2365.jpg,300,400,bluecircle,41,29,153,128
3090.jpg,300,400,bluesquare,6,21,81,78
313.jpg,400,300,redcircle,19,32,83,104
1687.jpg,400,300,bluesquare,19,27,107,115
475.jpg,400,300,greensquare,18,20,104,106
461.jpg,300,400,greencircle,4,21,101,90
1693.jpg,300,400,greentriangle,37,35,144,132
307.jpg,300,400,redcircle,18,31,81,97
3084.jpg,300,400,redcircle,34,32,103,96
1863.jpg,300,400,bluesquare,8,8,80,80
449.jpg,400,300,greensquare,13,1,71,59
1877.jpg,300,400,redcircle,0,28,71,97
1320.jpg,300,400,redsquare,8,11,69,72
2629.jpg,300,400,bluecircle,24,19,117,107
1446.jpg,400,300,greencircle,3,0,59,56
1452.jpg,400,300,greentriangle,25,1,78,78
878.jpg,400,300,bluecircle,6,15,72,81
38.jpg,400,300,bluesquare,31,1,113,83
1334.jpg,300,400,redsquare,31,41,124,134
2615.jpg,300,400,redtriangle,8,27,64,83
850.jpg,300,400,redsquare,18,16,116,112
10.jpg,400,300,greensquare,7,16,106,115
688.jpg,400,300,bluesquare,31,9,111,63
2173.jpg,400,300,bluecircle,15,1,71,62
2167.jpg,300,400,greensquare,13,27,84,105
844.jpg,400,300,greensquare,25,15,125,115
1308.jpg,300,400,bluesquare,1,19,80,92
2601.jpg,400,300,bluetriangle,1,22,64,85
2832.jpg,400,300,bluecircle,6,18,69,81
677.jpg,300,400,greencircle,26,13,86,72
1485.jpg,400,300,bluetriangle,47,0,210,92
111.jpg,300,400,bluesquare,49,19,150,120
2198.jpg,300,400,bluesquare,3,12,40,78
105.jpg,300,400,bluecircle,4,46,108,146
1491.jpg,300,400,redcircle,13,15,79,81
663.jpg,400,300,bluetriangle,33,52,154,173
2826.jpg,300,400,greensquare,40,12,143,115
893.jpg,300,400,greentriangle,16,18,106,81
139.jpg,300,400,redtriangle,30,17,142,129
887.jpg,300,400,bluesquare,33,26,108,104
646.jpg,300,400,redcircle,4,9,62,67
2803.jpg,300,400,bluetriangle,6,25,71,83
120.jpg,400,300,greensquare,15,9,102,93
134.jpg,300,400,bluesquare,19,10,87,79
2817.jpg,300,400,greentriangle,28,22,92,80
652.jpg,400,300,bluetriangle,44,60,142,184
1488.jpg,400,300,bluetriangle,2,1,65,64
2181.jpg,300,400,bluecircle,29,4,95,70
2195.jpg,300,400,redsquare,47,28,148,102
108.jpg,300,400,greensquare,1,26,113,138
2618.jpg,400,300,redcircle,19,7,90,78
685.jpg,300,400,redsquare,10,19,131,140
1477.jpg,300,400,bluetriangle,30,25,166,103
1463.jpg,300,400,redtriangle,41,29,132,120
1305.jpg,400,300,greencircle,14,1,83,70
691.jpg,400,300,bluesquare,12,53,111,161
849.jpg,300,400,redcircle,20,3,78,61
21.jpg,300,400,greencircle,33,32,110,109
861.jpg,400,300,redtriangle,20,7,86,73
2624.jpg,400,300,greentriangle,46,31,157,128
2142.jpg,300,400,bluetriangle,13,5,86,81
2156.jpg,300,400,greencircle,3,12,68,69
2630.jpg,300,400,greentriangle,4,12,61,61
35.jpg,400,300,redsquare,35,42,134,134
1339.jpg,300,400,redcircle,16,21,77,81
875.jpg,300,400,redtriangle,16,21,106,118
322.jpg,300,400,redsquare,25,7,164,141
444.jpg,400,300,bluecircle,30,30,106,106
450.jpg,300,400,redsquare,15,44,132,159
336.jpg,300,400,greencircle,20,19,83,82
2383.jpg,400,300,redcircle,4,17,95,108
1852.jpg,400,300,greensquare,27,56,152,178
478.jpg,300,400,redsquare,2,11,123,132
1846.jpg,300,400,bluecircle,34,27,115,84
2397.jpg,400,300,greensquare,44,15,134,106
3089.jpg,400,300,redsquare,13,11,69,67
3062.jpg,400,300,bluetriangle,6,5,58,67
1675.jpg,300,400,redsquare,5,38,117,133
1113.jpg,400,300,redtriangle,13,11,84,75
487.jpg,400,300,bluesquare,19,15,139,131
493.jpg,300,400,greencircle,6,20,67,101
1107.jpg,400,300,greentriangle,43,27,163,138
1661.jpg,400,300,bluecircle,16,18,74,76
3076.jpg,400,300,redtriangle,10,14,66,70
2368.jpg,400,300,greentriangle,30,18,130,88
1649.jpg,400,300,bluetriangle,29,17,107,94
1891.jpg,300,400,bluesquare,20,24,84,84
2340.jpg,300,400,redtriangle,43,3,157,66
2432.jpg,400,300,greensquare,26,6,82,62
2354.jpg,300,400,greensquare,45,26,166,147
1885.jpg,300,400,greensquare,26,8,85,67
256.jpg,400,300,greentriangle,10,20,78,73
530.jpg,300,400,redcircle,15,24,73,82
524.jpg,400,300,redsquare,45,50,174,178
242.jpg,300,400,bluecircle,11,18,86,95
1926.jpg,300,400,redcircle,1,2,63,77
1098.jpg,300,400,redtriangle,0,12,66,67
2591.jpg,300,400,greencircle,16,25,113,94
2585.jpg,400,300,redcircle,13,33,110,119
518.jpg,300,400,redcircle,33,40,137,136
1932.jpg,300,400,bluesquare,20,9,107,92
2208.jpg,300,400,redcircle,22,30,108,116
3116.jpg,400,300,bluetriangle,36,2,122,82
1701.jpg,400,300,redcircle,28,15,139,112
295.jpg,300,400,greentriangle,17,22,75,80
1067.jpg,400,300,bluesquare,7,40,111,144
1073.jpg,300,400,bluetriangle,5,11,81,98
281.jpg,400,300,bluesquare,32,21,100,80
1715.jpg,400,300,greentriangle,5,1,104,52
3102.jpg,300,400,bluesquare,33,53,155,175
2234.jpg,400,300,greencircle,11,19,84,92
2552.jpg,300,400,redcircle,31,17,122,108
2546.jpg,400,300,greentriangle,18,7,84,73
2220.jpg,400,300,redcircle,8,30,70,90
1729.jpg,300,400,bluetriangle,2,24,75,90
732.jpg,300,400,greentriangle,44,39,143,132
2977.jpg,400,300,redtriangle,19,16,88,85
2963.jpg,400,300,redsquare,18,56,139,177
726.jpg,300,400,greencircle,15,2,103,99
2793.jpg,400,300,bluesquare,4,1,63,59
2787.jpg,400,300,greentriangle,14,22,94,103
929.jpg,400,300,greencircle,16,13,113,68
1503.jpg,400,300,redtriangle,48,35,148,175
1517.jpg,300,400,redsquare,5,1,78,83
1271.jpg,300,400,bluecircle,8,8,64,62
915.jpg,300,400,bluesquare,39,50,149,161
1259.jpg,300,400,bluesquare,58,18,180,142
2750.jpg,300,400,greentriangle,22,6,133,127
2988.jpg,300,400,bluetriangle,31,5,108,82
2036.jpg,400,300,bluetriangle,16,44,120,148
2022.jpg,400,300,bluesquare,21,28,112,119
2744.jpg,300,400,redtriangle,1,16,96,78
901.jpg,400,300,bluesquare,16,11,74,53
2023.jpg,400,300,redsquare,42,2,134,98
900.jpg,300,400,redsquare,28,19,98,88
2745.jpg,300,400,bluetriangle,0,9,54,70
2989.jpg,400,300,bluesquare,31,29,170,135
2751.jpg,300,400,redsquare,22,2,162,142
1258.jpg,300,400,greensquare,19,34,115,114
914.jpg,300,400,greencircle,19,23,82,84
2037.jpg,400,300,bluecircle,9,5,82,68
1516.jpg,300,400,redtriangle,36,0,120,61
2779.jpg,400,300,greencircle,11,27,123,139
1270.jpg,300,400,redtriangle,42,11,128,92
1264.jpg,300,400,redtriangle,10,15,114,109
928.jpg,300,400,bluesquare,10,22,91,103
1502.jpg,400,300,redtriangle,48,53,152,162
2786.jpg,400,300,bluetriangle,3,25,61,96
2792.jpg,400,300,greensquare,7,15,89,94
727.jpg,400,300,bluetriangle,7,18,94,81
2962.jpg,300,400,bluetriangle,29,32,120,122
2976.jpg,400,300,greentriangle,2,20,131,91
733.jpg,400,300,bluesquare,16,2,98,84
2547.jpg,400,300,greensquare,23,26,102,93
1728.jpg,400,300,bluesquare,13,18,72,77
2221.jpg,300,400,greencircle,42,47,157,150
2235.jpg,300,400,bluesquare,17,23,85,90
2553.jpg,300,400,redtriangle,15,13,92,86
1072.jpg,300,400,greentriangle,14,27,78,84
3103.jpg,300,400,redtriangle,24,1,131,67
1714.jpg,400,300,redtriangle,37,33,128,121
294.jpg,300,400,redsquare,36,1,120,85
1700.jpg,300,400,bluecircle,9,9,70,63
3117.jpg,300,400,greensquare,16,14,97,95
2209.jpg,400,300,bluetriangle,23,3,90,66
1066.jpg,300,400,redcircle,8,46,120,158
519.jpg,400,300,greentriangle,12,0,122,51
2584.jpg,400,300,greensquare,17,31,137,158
1933.jpg,400,300,bluesquare,17,6,155,115
1927.jpg,300,400,bluesquare,23,14,96,87
2590.jpg,300,400,bluetriangle,24,29,118,120
1099.jpg,400,300,greentriangle,24,28,101,105
525.jpg,300,400,bluetriangle,31,19,97,85
243.jpg,300,400,bluesquare,6,19,63,78
257.jpg,300,400,redtriangle,28,6,88,57
531.jpg,300,400,greencircle,16,6,86,64
2433.jpg,300,400,redtriangle,14,31,68,96
1884.jpg,300,400,greensquare,0,2,74,73
2355.jpg,300,400,redtriangle,31,8,128,132
2341.jpg,300,400,bluecircle,17,0,114,91
1890.jpg,300,400,bluesquare,2,19,92,67
1648.jpg,400,300,redcircle,6,29,72,102
2427.jpg,400,300,redcircle,12,21,69,79
1106.jpg,400,300,bluecircle,23,0,81,58
492.jpg,400,300,redsquare,3,30,92,98
2369.jpg,400,300,greencircle,0,12,58,70
3077.jpg,300,400,greensquare,18,28,79,89
1660.jpg,300,400,redtriangle,15,22,105,102
1674.jpg,400,300,redtriangle,19,28,116,116
3063.jpg,300,400,redtriangle,0,6,61,67
486.jpg,400,300,bluetriangle,28,13,106,70
1112.jpg,400,300,redsquare,19,9,94,84
3088.jpg,400,300,greentriangle,40,53,165,166
2396.jpg,400,300,bluecircle,25,7,109,91
1847.jpg,400,300,greensquare,28,0,89,61
1853.jpg,400,300,bluecircle,2,21,60,78
2382.jpg,300,400,bluetriangle,14,3,172,107
479.jpg,400,300,greencircle,19,19,82,77
451.jpg,400,300,bluetriangle,21,28,71,104
337.jpg,400,300,bluesquare,41,24,145,133
323.jpg,400,300,redtriangle,4,62,101,186
445.jpg,400,300,bluecircle,18,33,83,102
2157.jpg,300,400,redsquare,27,18,107,87
874.jpg,300,400,greentriangle,7,27,105,81
1338.jpg,400,300,greensquare,1,25,88,108
34.jpg,400,300,redsquare,19,37,68,117
2631.jpg,300,400,greensquare,20,26,82,82
2625.jpg,400,300,greentriangle,6,9,66,48
860.jpg,300,400,bluetriangle,46,9,151,75
20.jpg,300,400,bluesquare,33,16,108,87
2143.jpg,400,300,redtriangle,1,0,67,66
1462.jpg,400,300,bluecircle,38,29,135,107
848.jpg,300,400,greentriangle,32,22,148,134
690.jpg,300,400,greentriangle,34,2,107,55
1304.jpg,400,300,bluesquare,31,22,101,92
1310.jpg,400,300,redtriangle,37,52,148,164
684.jpg,400,300,redcircle,12,47,132,167
2619.jpg,300,400,redcircle,3,20,56,73
1476.jpg,400,300,bluesquare,34,40,162,168
109.jpg,300,400,greencircle,2,21,72,91
2194.jpg,300,400,redsquare,13,10,60,70
1489.jpg,300,400,redcircle,16,46,137,153
135.jpg,300,400,bluetriangle,42,22,140,74
653.jpg,300,400,greensquare,7,39,109,139
2816.jpg,300,400,redsquare,65,55,217,207
2802.jpg,300,400,bluecircle,4,6,60,62
647.jpg,300,400,redcircle,18,19,87,77
2814.jpg,400,300,redtriangle,9,7,90,83
889.jpg,300,400,redsquare,8,23,70,78
137.jpg,300,400,redsquare,3,5,124,126
645.jpg,400,300,bluetriangle,7,19,70,57
2800.jpg,400,300,greentriangle,4,29,125,148
2828.jpg,300,400,bluesquare,31,40,131,140
2196.jpg,300,400,greensquare,36,21,127,109
2182.jpg,400,300,redcircle,1,15,92,102
1306.jpg,300,400,redsquare,9,22,73,86
692.jpg,300,400,bluetriangle,50,17,192,84
2169.jpg,400,300,redcircle,31,15,112,72
1460.jpg,400,300,greentriangle,23,23,101,94
686.jpg,300,400,bluesquare,29,32,118,127
2633.jpg,300,400,greensquare,20,26,103,109
36.jpg,300,400,bluesquare,33,27,110,104
876.jpg,400,300,redtriangle,5,10,75,78
2155.jpg,300,400,greensquare,29,16,128,112
2141.jpg,300,400,redsquare,38,17,132,110
22.jpg,400,300,greensquare,11,14,115,118
862.jpg,300,400,bluesquare,0,16,60,66
2627.jpg,400,300,redcircle,5,2,64,68
1879.jpg,300,400,greentriangle,48,27,152,131
335.jpg,300,400,bluetriangle,7,5,91,50
453.jpg,300,400,bluecircle,17,7,66,56
447.jpg,400,300,bluecircle,32,34,104,106
321.jpg,300,400,redsquare,9,9,90,96
1845.jpg,400,300,greensquare,37,12,114,89
309.jpg,400,300,bluesquare,57,33,184,131
2394.jpg,400,300,greensquare,42,4,157,121
2380.jpg,400,300,greensquare,16,2,97,64
1851.jpg,300,400,bluecircle,5,25,66,85
1689.jpg,300,400,greencircle,19,31,85,107
1662.jpg,400,300,redsquare,12,8,69,70
3075.jpg,400,300,bluecircle,23,33,104,114
490.jpg,300,400,redtriangle,21,15,118,84
1104.jpg,400,300,bluecircle,11,8,75,72
1110.jpg,400,300,bluecircle,9,5,41,69
